gc_content gc_skew gc_culm
0.619 5.65428109854604 5.65428109854604
0.586 1.36518771331058 7.01946881185662
0.65 4 11.0194688118566
0.661 8.32072617246596 19.3401949843226
0.65 8.92307692307692 28.2632719073995
0.681 1.61527165932452 29.878543566724
0.627 2.39234449760766 32.2708880643317
0.646 3.09597523219814 35.3668632965298
0.617 -5.67260940032415 29.6942538962057
0.616 1.2987012987013 30.992955194907
0.619 -3.39256865912763 27.6003865357794
0.665 -9.17293233082707 18.4274542049523
0.624 -2.56410256410256 15.8633516408497
0.693 -0.144300144300144 15.7190514965496
0.59 -1.35593220338983 14.3631192931597
0.612 0.65359477124183 15.0167140644016
0.637 -1.41287284144427 13.6038412229573
0.632 -1.58227848101266 12.0215627419446
0.633 2.68562401263823 14.7071867545829
0.659 0.151745068285281 14.8589318228682
0.683 -0.146412884333821 14.7125189385343
0.696 -3.73563218390805 10.9768867546263
0.675 3.7037037037037 14.68059045833
0.631 13.4706814580032 28.1512719163332
0.63 6.98412698412698 35.1353989004601
0.655 -0.763358778625954 34.3720401218342
0.645 -6.97674418604651 27.3952959357877
0.68 5.58823529411765 32.9835312299053
0.706 -9.06515580736544 23.9183754225399
0.679 -0.147275405007364 23.7711000175325
0.694 -5.18731988472623 18.5837801328063
0.74 -4.59459459459459 13.9891855382117
0.707 2.4045261669024 16.3937117051141
0.695 -2.44604316546763 13.9476685396465
0.668 2.09580838323353 16.04347692288
0.683 -0.439238653001464 15.6042382698786
0.693 -2.16450216450216 13.4397361053764
0.69 0.869565217391304 14.3093013227677
0.682 -6.158357771261 8.1509435515067
0.684 5.55555555555556 13.7064991070623
0.68 -6.17647058823529 7.53002851882696
0.662 1.20845921450151 8.73848773332847
0.701 -3.56633380884451 5.17215392448396
0.717 -2.92887029288703 2.24328363159693
0.694 3.45821325648415 5.70149688808108
0.712 -2.24719101123596 3.45430587684512
0.727 -3.98899587345254 -0.53468999660742
0.714 0.840336134453782 0.305646137846361
0.71 1.40845070422535 1.71409684207171
0.688 -2.32558139534884 -0.611484553277124
0.684 -3.50877192982456 -4.12025648310169
0.641 0.15600624024961 -3.96425024285208
0.64 2.8125 -1.15175024285208
0.673 -1.63447251114413 -2.78622275399621
0.692 7.51445086705202 4.72822811305582
0.674 -3.56083086053412 1.16739725252169
0.692 -3.46820809248555 -2.30081083996386
0.726 11.5702479338843 9.26943709392044
0.701 -6.13409415121255 3.13534294270789
0.7 -0.285714285714286 2.8496286569936
0.691 -5.93342981186686 -3.08380115487326
0.693 -1.87590187590188 -4.95970303077513
0.708 -5.36723163841808 -10.3269346691932
0.674 -5.93471810089021 -16.2616527700834
