gc_content gc_skew gc_culm
0.627 -0.797448165869219 -0.797448165869219
0.596 -10.738255033557 -11.5357031994263
0.62 2.90322580645161 -8.63247739297465
0.564 8.15602836879433 -0.476449024180327
0.627 -1.75438596491228 -2.23083498909261
0.634 -4.73186119873817 -6.96269618783078
0.616 -1.94805194805195 -8.91074813588273
0.654 2.14067278287462 -6.77007535300811
0.698 5.44412607449857 -1.32594927850954
0.697 4.73457675753228 3.40862747902274
0.677 -7.53323485967504 -4.1246073806523
0.656 -2.13414634146341 -6.25875372211571
0.582 5.49828178694158 -0.760471935174131
0.588 12.9251700680272 12.1646981328531
0.581 4.64716006884682 16.8118582016999
0.635 -4.56692913385827 12.2449290678416
0.593 3.87858347386172 16.1235125417033
0.596 2.01342281879195 18.1369353604953
0.57 1.40350877192982 19.5404441324251
0.597 2.51256281407035 22.0530069464955
0.595 1.84873949579832 23.9017464422938
0.607 3.13014827018122 27.031894712475
0.551 3.08529945553539 30.1171941680104
0.559 4.11449016100179 34.2316843290122
0.538 3.71747211895911 37.9491564479713
0.494 -6.88259109311741 31.0665653548539
0.518 5.40540540540541 36.4719707602593
0.541 1.29390018484288 37.7658709451022
0.5 2.8 40.5658709451022
0.528 -4.92424242424242 35.6416285208598
0.567 -1.23456790123457 34.4070606196252
0.515 0.58252427184466 34.9895848914698
0.56 -10.3571428571429 24.632442034327
0.518 -0.386100386100386 24.2463416482266
0.656 -11.280487804878 12.9658538433486
0.698 5.73065902578797 18.6965128691365
0.6 8.66666666666667 27.3631795358032
0.607 -3.78912685337727 23.5740526824259
0.556 -5.03597122302158 18.5380814594043
0.617 -3.40356564019449 15.1345158192098
0.654 -3.6697247706422 11.4647910485676
0.635 5.19685039370079 16.6616414422684
0.633 -2.68562401263823 13.9760174296302
0.625 -10.08 3.8960174296302
0.613 -2.77324632952692 1.12277110010328
0.586 -3.7542662116041 -2.63149511150081
0.633 -9.32069510268562 -11.9521902141864
0.637 9.26216640502355 -2.69002380916289
0.639 -1.09546165884194 -3.78548546800483
0.618 -2.9126213592233 -6.69810682722813
0.62 -9.03225806451613 -15.7303648917443
0.619 -9.53150242326333 -25.2618673150076
0.583 -0.514579759862779 -25.7764470748704
0.553 0.904159132007233 -24.8722879428631
0.549 -3.4608378870674 -28.3331258299305
0.561 -4.45632798573975 -32.7894538156703
0.583 -8.74785591766724 -41.5373097333375
0.642 -10.5919003115265 -52.129210044864
0.626 -6.70926517571885 -58.8384752205828
0.631 4.91283676703645 -53.9256384535464
0.617 4.05186385737439 -49.873774596172
0.655 -0.458015267175573 -50.3317898633476
0.636 1.88679245283019 -48.4449974105174
0.645 -3.87596899224806 -52.3209664027654
0.642 -2.80373831775701 -55.1247047205225
0.613 12.5611745513866 -42.5635301691358
0.607 4.44810543657331 -38.1154247325625
0.649 -2.31124807395994 -40.4266728065225
0.649 1.69491525423729 -38.7317575522852
0.63 -6.66666666666667 -45.3984242189518
0.611 1.14566284779051 -44.2527613711613
0.569 -1.23022847100176 -45.4829898421631
0.534 1.87265917602996 -43.6103306661331
0.588 -1.02040816326531 -44.6307388293984
0.509 4.91159135559921 -39.7191474737992
0.591 0.169204737732657 -39.5499427360666
0.623 -2.40770465489567 -41.9576473909622
0.623 -1.12359550561798 -43.0812428965802
0.631 9.98415213946117 -33.097090757119
0.613 -2.12071778140294 -35.217808538522
0.593 -6.23946037099494 -41.4572689095169
0.581 -3.95869191049914 -45.4159608200161
0.587 -1.19250425894378 -46.6084650789598
0.64 -0.3125 -46.9209650789598
0.639 -8.29420970266041 -55.2151747816202
0.619 -5.33117932148627 -60.5463541031065
0.622 -2.89389067524116 -63.4402447783477
0.583 -12.1783876500858 -75.6186324284334
0.6 1.66666666666667 -73.9519657617668
0.623 -4.01284109149278 -77.9648068532595
0.586 -5.80204778156997 -83.7668546348295
0.613 -7.66721044045677 -91.4340650752863
0.604 6.29139072847682 -85.1426743468095
0.615 8.29268292682927 -76.8499914199802
0.618 -2.9126213592233 -79.7626127792035
0.597 -2.84757118927973 -82.6101839684832
0.607 -5.43657331136738 -88.0467572798506
0.573 -2.96684118673647 -91.0135984665871
0.61 -6.55737704918033 -97.5709755157674
0.463 -2.37580993520518 -99.9467854509726
0.584 -0.684931506849315 -100.631716957822
0.588 -6.80272108843537 -107.434438046257
0.621 -10.7890499194847 -118.223487965742
0.639 -15.4929577464789 -133.716445712221
0.596 -9.06040268456376 -142.776848396785
0.583 -1.54373927958834 -144.320587676373
0.639 -7.981220657277 -152.30180833365
0.603 3.15091210613599 -149.150896227514
0.656 -4.26829268292683 -153.419188910441
0.611 -1.80032733224223 -155.219516242683
0.549 -2.36794171220401 -157.587457954887
0.567 -2.29276895943563 -159.880226914323
0.565 -9.38053097345133 -169.260757887774
0.548 -11.3138686131387 -180.574626500913
0.588 5.10204081632653 -175.472585684586
0.521 10.5566218809981 -164.915963803588
0.568 -8.09859154929577 -173.014555352884
0.492 -6.91056910569106 -179.925124458575
0.56 -8.57142857142857 -188.496553030003
0.556 -3.59712230215827 -192.093675332162
0.531 2.82485875706215 -189.2688165751
0.511 9.58904109589041 -179.679775479209
0.554 1.44404332129964 -178.23573215791
0.536 -2.98507462686567 -181.220806784775
0.563 -1.59857904085258 -182.819385825628
0.565 -4.42477876106195 -187.24416458669
0.581 0.860585197934596 -186.383579388755
0.672 2.38095238095238 -184.002627007803
0.551 1.27041742286751 -182.732209584935
0.634 4.10094637223975 -178.631263212695
0.638 2.19435736677116 -176.436905845924
0.652 3.06748466257669 -173.369421183348
0.643 1.71073094867807 -171.65869023467
0.645 -5.11627906976744 -176.774969304437
0.648 3.7037037037037 -173.071265600733
0.663 5.2790346907994 -167.792230909934
0.621 1.12721417069243 -166.665016739241
0.571 -1.57618213660245 -168.241198875844
0.546 -4.76190476190476 -173.003103637749
0.57 8.7719298245614 -164.231173813187
0.598 -3.01003344481605 -167.241207258003
0.621 -5.63607085346216 -172.877278111466
0.612 -3.92156862745098 -176.798846738916
0.612 8.16993464052288 -168.628912098394
0.564 -0.709219858156028 -169.33813195655
0.568 9.50704225352113 -159.831089703029
0.522 0.383141762452107 -159.447947940576
0.575 -4 -163.447947940576
0.58 4.48275862068965 -158.965189319887
0.613 -3.4257748776509 -162.390964197538
0.629 1.11287758346582 -161.278086614072
0.584 -0.684931506849315 -161.963018120921
0.543 -1.65745856353591 -163.620476684457
0.564 -9.21985815602837 -172.840334840485
0.585 -5.2991452991453 -178.139480139631
0.546 -5.12820512820513 -183.267685267836
0.605 2.8099173553719 -180.457767912464
0.624 -3.52564102564103 -183.983408938105
0.585 -3.93162393162393 -187.915032869729
0.582 6.52920962199313 -181.385823247736
0.659 -0.455235204855842 -181.841058452592
0.594 0.673400673400673 -181.167657779191
0.608 -0.328947368421053 -181.496605147612
0.623 -3.37078651685393 -184.867391664466
0.618 -1.29449838187702 -186.161890046343
0.628 1.59235668789809 -184.569533358445
0.624 1.92307692307692 -182.646456435368
0.58 -1.03448275862069 -183.680939193989
0.616 6.49350649350649 -177.187432700482
0.605 0.165289256198347 -177.022143444284
0.615 8.94308943089431 -168.079054013389
0.581 -4.99139414802065 -173.07044816141
0.537 0.558659217877095 -172.511788943533
0.595 0.840336134453782 -171.671452809079
0.63 3.80952380952381 -167.861928999555
0.646 3.40557275541796 -164.456356244137
0.564 3.19148936170213 -161.264866882435
0.664 0.903614457831325 -160.361252424604
0.616 3.8961038961039 -156.4651485285
0.618 -5.17799352750809 -161.643142056008
0.625 -8.48 -170.123142056008
0.664 -17.7710843373494 -187.894226393358
0.607 -5.43657331136738 -193.330799704725
0.649 -3.23574730354391 -196.566547008269
0.643 2.02177293934681 -194.544774068922
0.649 -9.39907550077042 -203.943849569693
0.609 0.492610837438424 -203.451238732254
0.676 -7.69230769230769 -211.143546424562
0.623 -13.9646869983949 -225.108233422957
0.607 9.39044481054366 -215.717788612413
0.564 -7.80141843971631 -223.519207052129
0.549 -9.65391621129326 -233.173123263423
0.589 -0.509337860780985 -233.682461124204
0.574 0 -233.682461124204
0.604 -2.31788079470199 -236.000341918906
0.587 5.28109028960818 -230.719251629297
0.594 7.74410774410774 -222.97514388519
0.581 0.516351118760757 -222.458792766429
0.563 3.73001776198934 -218.72877500444
0.561 1.24777183600713 -217.481003168432
0.582 -2.06185567010309 -219.542858838535
0.57 -0.701754385964912 -220.2446132245
0.573 -0.174520069808028 -220.419133294308
0.568 4.22535211267606 -216.193781181632
0.545 2.75229357798165 -213.441487603651
0.524 0.381679389312977 -213.059808214338
0.563 4.79573712255773 -208.26407109178
0.605 -2.8099173553719 -211.073988447152
0.555 0.18018018018018 -210.893808266972
0.599 -3.17195325542571 -214.065761522397
0.646 -7.12074303405573 -221.186504556453
0.608 1.31578947368421 -219.870715082769
0.604 -9.27152317880795 -229.142238261577
0.604 -13.9072847682119 -243.049523029789
0.6 -4 -247.049523029789
0.567 -6.52557319223986 -253.575096222029
0.525 -5.14285714285714 -258.717953364886
0.553 -6.69077757685353 -265.408730941739
0.598 -3.01003344481605 -268.418764386555
0.573 -6.45724258289703 -274.876006969452
0.577 -3.29289428076257 -278.168901250215
0.602 0.332225913621262 -277.836675336594
0.561 2.31729055258467 -275.519384784009
0.541 -3.14232902033272 -278.661713804342
0.555 -4.86486486486486 -283.526578669207
0.541 -6.83918669131238 -290.365765360519
0.542 -5.53505535055351 -295.900820711073
0.56 -10.7142857142857 -306.615106425358
0.583 -3.60205831903945 -310.217164744398
0.569 8.96309314586995 -301.254071598528
0.578 -0.346020761245675 -301.600092359773
0.571 -1.92644483362522 -303.526537193399
0.543 -3.86740331491713 -307.393940508316
0.582 1.03092783505155 -306.363012673264
0.588 -5.4421768707483 -311.805189544013
0.59 7.45762711864407 -304.347562425368
0.612 -0.65359477124183 -305.00115719661
0.661 -1.66414523449319 -306.665302431103
0.643 -2.64385692068429 -309.309159351788
0.622 -4.5016077170418 -313.81076706883
0.633 -6.47709320695103 -320.287860275781
0.594 -3.7037037037037 -323.991563979484
0.6 -4.33333333333333 -328.324897312818
0.609 -8.04597701149425 -336.370874324312
0.666 -8.10810810810811 -344.47898243242
0.653 -10.5666156202144 -355.045598052634
0.655 -7.48091603053435 -362.526514083169
0.621 -7.56843800322061 -370.094952086389
0.634 -2.8391167192429 -372.934068805632
0.524 -9.54198473282443 -382.476053538457
0.64 3.125 -379.351053538457
0.646 -8.6687306501548 -388.019784188611
0.587 -1.53321976149915 -389.553003950111
0.607 -10.3789126853377 -399.931916635448
0.641 9.51638065522621 -390.415535980222
0.619 -4.03877221324717 -394.454308193469
0.583 -4.28816466552316 -398.742472858992
0.587 -3.91822827938671 -402.660701138379
0.618 7.11974110032362 -395.540960038056
0.622 0.643086816720257 -394.897873221335
0.6 6 -388.897873221335
0.604 -5.96026490066225 -394.858138121998
0.608 3.28947368421053 -391.568664437787
0.605 3.80165289256198 -387.767011545225
0.587 -0.511073253833049 -388.278084799058
0.603 -4.80928689883914 -393.087371697897
0.486 -5.34979423868313 -398.43716593658
0.577 1.55979202772964 -396.877373908851
0.59 -2.71186440677966 -399.58923831563
0.601 -1.16472545757072 -400.753963773201
0.625 1.44 -399.313963773201
0.635 3.30708661417323 -396.006877159028
0.582 1.3745704467354 -394.632306712293
0.562 -0.711743772241993 -395.344050484534
0.632 -7.91139240506329 -403.255442889598
0.617 -0.810372771474878 -404.065815661073
0.609 -6.07553366174056 -410.141349322813
0.606 -5.28052805280528 -415.421877375619
0.558 -8.96057347670251 -424.382450852321
0.587 4.94037478705281 -419.442076065268
0.623 8.82825040128411 -410.613825663984
0.626 4.47284345047923 -406.140982213505
0.64 -0.625 -406.765982213505
0.611 5.72831423895254 -401.037667974552
0.602 -1.99335548172757 -403.03102345628
0.566 -2.47349823321555 -405.504521689495
0.552 -4.71014492753623 -410.214666617032
0.588 -1.70068027210884 -411.91534688914
0.522 -6.89655172413793 -418.811898613278
0.611 -3.43698854337152 -422.24888715665
0.627 -4.62519936204147 -426.874086518691
0.629 -7.79014308426073 -434.664229602952
0.624 0.320512820512821 -434.343716782439
0.628 -3.5031847133758 -437.846901495815
0.637 2.66875981161695 -435.178141684198
0.622 2.89389067524116 -432.284251008957
0.618 -4.20711974110032 -436.491370750057
0.628 3.82165605095541 -432.669714699102
0.618 -3.23624595469256 -435.905960653795
0.559 -11.2701252236136 -447.176085877408
0.608 0 -447.176085877408
0.633 -4.89731437598736 -452.073400253395
0.557 -10.2333931777379 -462.306793431133
0.579 0.863557858376511 -461.443235572757
0.565 -3.00884955752212 -464.452085130279
0.576 6.25 -458.202085130279
0.49 -7.75510204081633 -465.957187171095
0.515 -6.79611650485437 -472.75330367595
0.501 -5.38922155688623 -478.142525232836
0.458 10.9170305676856 -467.22549466515
0.535 -17.7570093457944 -484.982504010945
0.439 -12.0728929384966 -497.055396949441
0.522 -10.3448275862069 -507.400224535648
0.582 7.90378006872852 -499.49644446692
0.572 -4.89510489510489 -504.391549362025
0.622 1.28617363344051 -503.105375728584
0.623 1.76565008025682 -501.339725648327
0.609 2.79146141215107 -498.548264236176
0.6 -1.33333333333333 -499.881597569509
0.599 -2.50417362270451 -502.385771192214
0.591 -3.55329949238579 -505.9390706846
0.62 -2.90322580645161 -508.842296491051
0.613 -2.44698205546493 -511.289278546516
0.609 3.77668308702791 -507.512595459488
0.607 2.47116968698517 -505.041425772503
0.59 -2.03389830508475 -507.075324077588
0.64 -2.8125 -509.887824077588
0.596 -2.01342281879195 -511.90124689638
0.595 -1.51260504201681 -513.413851938397
0.612 -1.63398692810458 -515.047838866501
0.647 -4.4822256568779 -519.530064523379
0.617 1.13452188006483 -518.395542643314
0.586 -3.41296928327645 -521.808511926591
0.633 -5.21327014218009 -527.021782068771
0.599 -0.834724540901502 -527.856506609672
0.598 -3.01003344481605 -530.866540054488
0.574 -5.92334494773519 -536.789885002224
0.616 -6.49350649350649 -543.28339149573
0.597 1.50753768844221 -541.775853807288
0.598 5.35117056856187 -536.424683238726
0.622 -3.53697749196141 -539.961660730687
0.58 6.55172413793103 -533.409936592756
0.572 -6.99300699300699 -540.402943585763
0.647 7.26429675425039 -533.138646831513
0.647 6.95517774343122 -526.183469088082
0.626 0.319488817891374 -525.86398027019
0.588 7.14285714285714 -518.721123127333
0.59 1.35593220338983 -517.365190923943
0.613 -6.36215334420881 -523.727344268152
0.626 5.11182108626198 -518.61552318189
0.641 1.40405616224649 -517.211467019644
0.623 -10.1123595505618 -527.323826570206
0.665 -3.7593984962406 -531.083225066446
0.627 -5.58213716108453 -536.665362227531
0.658 5.77507598784195 -530.890286239689
0.557 -7.36086175942549 -538.251147999114
0.559 -6.26118067978533 -544.5123286789
0.555 -12.0720720720721 -556.584400750972
0.529 -10.0189035916824 -566.603304342654
