gc_content gc_skew gc_culm
0.526 6.08365019011407 6.08365019011407
0.471 5.73248407643312 11.8161342665472
0.554 -2.52707581227437 9.28905845427282
0.544 1.10294117647059 10.3919996307434
0.572 -1.04895104895105 9.34304858179236
0.565 -3.36283185840708 5.98021672338528
0.533 5.44090056285178 11.4211172862371
0.586 0.341296928327645 11.7624142145647
0.529 7.75047258979206 19.5128868043568
0.517 4.44874274661509 23.9616295509719
0.56 -6.07142857142857 17.8902009795433
0.564 10.6382978723404 28.5284988518837
0.531 9.6045197740113 38.133018625895
0.56 7.5 45.633018625895
0.581 4.99139414802065 50.6244127739157
0.5 -0.8 49.8244127739157
0.537 1.30353817504655 51.1279509489622
0.565 -5.13274336283186 45.9952075861304
0.507 2.56410256410256 48.5593101502329
0.547 6.39853747714808 54.957847627381
0.607 -6.75453047775947 48.2033171496215
0.556 -7.19424460431655 41.009072545305
0.589 2.88624787775891 43.8953204230639
0.58 5.86206896551724 49.7573893885811
0.576 10.7638888888889 60.52127827747
0.589 4.24448217317487 64.7657604506449
0.553 -3.07414104882459 61.6916194018203
0.578 8.30449826989619 69.9961176717165
0.554 -6.49819494584838 63.4979227258681
0.567 0.17636684303351 63.6742895689016
0.609 4.10509031198686 67.7793798808885
0.553 -7.41410488245931 60.3652749984292
0.54 3.33333333333333 63.6986083317625
0.561 -6.95187165775401 56.7467366740085
0.548 -5.83941605839416 50.9073206156143
0.568 4.22535211267606 55.1326727282904
0.591 7.27580372250423 62.4084764507946
0.574 3.48432055749129 65.8927970082859
0.57 -2.80701754385965 63.0857794644263
0.579 -3.62694300518135 59.4588364592449
0.553 3.43580470162749 62.8946411608724
0.558 11.1111111111111 74.0057522719835
0.602 0.996677740863787 75.0024300128473
0.575 -5.73913043478261 69.2632995780647
0.594 -1.68350168350168 67.579797894563
0.582 -5.84192439862543 61.7378734959376
0.595 -3.86554621848739 57.8723272774502
0.476 6.30252100840336 64.1748482858536
0.529 0.189035916824197 64.3638842026778
0.562 13.5231316725979 77.8870158752756
0.583 16.6380789022298 94.5250947775055
0.571 13.4851138353765 108.010208612882
0.44 9.09090909090909 117.101117703791
0.497 10.6639839034205 127.765101607212
0.391 -8.95140664961637 118.813694957595
0.457 4.15754923413567 122.971244191731
0.429 -6.75990675990676 116.211337431824
0.5 1.2 117.411337431824
0.572 1.74825174825175 119.159589180076
0.541 -3.51201478743068 115.647574392645
0.544 6.25 121.897574392645
0.514 -3.11284046692607 118.784733925719
0.537 -1.67597765363128 117.108756272088
0.584 1.36986301369863 118.478619285786
0.541 6.46950092421442 124.948120210001
0.576 -1.73611111111111 123.21200909889
0.562 -1.06761565836299 122.144393440527
0.547 5.30164533820841 127.446038778735
0.59 9.49152542372881 136.937564202464
0.522 7.27969348659004 144.217257689054
0.403 4.71464019851117 148.931897887565
0.416 -0.961538461538462 147.970359426027
0.384 14.5833333333333 162.55369275936
0.368 1.6304347826087 164.184127541969
0.359 -6.4066852367688 157.7774423052
0.415 -6.50602409638554 151.271418208814
0.428 -5.14018691588785 146.131231292927
0.375 -2.4 143.731231292927
0.42 2.38095238095238 146.112183673879
0.356 7.86516853932584 153.977352213205
0.361 -3.04709141274238 150.930260800462
0.398 7.53768844221106 158.467949242674
0.546 -2.93040293040293 155.537546312271
0.569 8.6115992970123 164.149145609283
0.561 -1.96078431372549 162.188361295557
0.531 7.34463276836158 169.532994063919
0.544 0.367647058823529 169.900641122742
0.518 9.65250965250965 179.553150775252
0.485 6.80412371134021 186.357274486592
0.569 7.90861159929701 194.265886085889
0.575 7.82608695652174 202.091973042411
0.56 6.78571428571429 208.877687328125
0.552 -2.53623188405797 206.341455444067
0.557 1.61579892280072 207.957254366868
0.554 8.30324909747292 216.260503464341
0.56 13.9285714285714 230.189074892912
0.536 9.70149253731343 239.890567430226
0.55 16.3636363636364 256.254203793862
0.586 8.87372013651877 265.127923930381
0.527 7.77988614800759 272.907810078389
0.54 7.40740740740741 280.315217485796
0.619 8.56219709208401 288.87741457788
0.547 0.548446069469835 289.42586064735
0.581 8.77796901893287 298.203829666283
0.52 -2.30769230769231 295.89613735859
0.551 9.25589836660617 305.152035725197
0.468 7.26495726495726 312.416992990154
0.506 9.88142292490119 322.298415915055
0.484 14.8760330578512 337.174448972906
0.52 10.3846153846154 347.559064357522
0.479 1.46137787056367 349.020442228085
0.52 3.46153846153846 352.481980689624
0.502 9.16334661354582 361.64532730317
0.527 7.77988614800759 369.425213451177
0.535 -0.186915887850467 369.238297563327
