gc_content gc_skew gc_culm
0.482 6.63900414937759 6.63900414937759
0.492 4.0650406504065 10.7040447997841
0.486 2.46913580246914 13.1731806022532
0.514 12.4513618677043 25.6245424699575
0.493 20.4868154158215 46.111357885779
0.495 11.1111111111111 57.2224689968901
0.492 6.09756097560976 63.3200299724999
0.477 5.24109014675052 68.5611201192504
0.489 6.74846625766871 75.3095863769191
0.49 8.16326530612245 83.4728516830416
0.535 18.1308411214953 101.603692804537
0.524 4.58015267175572 106.183845476293
0.507 9.6646942800789 115.848539756372
0.502 6.77290836653386 122.621448122905
0.528 -4.54545454545455 118.075993577451
0.52 5 123.075993577451
0.536 0.373134328358209 123.449127905809
0.534 -0.374531835205993 123.074596070603
0.482 7.46887966804979 130.543475738653
0.537 2.04841713221601 132.591892870869
0.538 -3.71747211895911 128.87442075191
0.532 -3.00751879699248 125.866901954917
0.523 1.33843212237094 127.205334077288
0.513 0.194931773879142 127.400265851167
0.51 -0.784313725490196 126.615952125677
0.507 6.11439842209073 132.730350547768
0.513 15.7894736842105 148.519824231978
0.508 8.26771653543307 156.787540767411
0.517 10.6382978723404 167.425838639752
0.512 7.03125 174.457088639752
0.543 4.97237569060773 179.42946433036
0.508 10.2362204724409 189.665684802801
0.521 16.3147792706334 205.980464073434
0.522 9.96168582375479 215.942149897189
0.524 8.77862595419847 224.720775851387
0.509 10.8055009823183 235.526276833706
0.529 5.4820415879017 241.008318421607
0.481 0.623700623700624 241.632019045308
0.488 3.68852459016393 245.320543635472
0.548 5.83941605839416 251.159959693866
0.518 -1.93050193050193 249.229457763364
0.519 13.6801541425819 262.909611905946
0.492 6.09756097560976 269.007172881556
0.518 -1.93050193050193 267.076670951054
0.515 3.30097087378641 270.37764182484
0.507 2.56410256410256 272.941744388943
0.515 3.30097087378641 276.242715262729
0.475 18.3157894736842 294.558504736413
0.508 14.9606299212598 309.519134657673
0.508 12.992125984252 322.511260641925
0.503 16.8986083499006 339.409868991826
0.477 9.0146750524109 348.424544044237
0.504 -1.19047619047619 347.23406785376
0.495 8.68686868686869 355.920936540629
0.512 12.5 368.420936540629
0.504 6.74603174603175 375.166968286661
0.485 0.618556701030928 375.785524987692
0.5 2.4 378.185524987692
0.533 -5.81613508442777 372.369389903264
0.504 4.36507936507936 376.734469268343
0.517 -0.58027079303675 376.154198475307
0.504 7.93650793650794 384.090706411815
0.493 8.31643002028398 392.407136432099
0.499 9.01803607214429 401.425172504243
0.529 -0.189035916824197 401.236136587419
0.513 -0.194931773879142 401.041204813539
0.529 2.07939508506616 403.120599898606
0.527 3.98481973434535 407.105419632951
0.515 7.57281553398058 414.678235166932
0.495 13.5353535353535 428.213588702285
0.505 5.34653465346535 433.56012335575
0.495 8.68686868686869 442.246992042619
0.508 16.1417322834646 458.388724326084
0.493 2.23123732251521 460.619961648599
0.5 -4 456.619961648599
0.527 11.9544592030361 468.574420851635
0.515 6.40776699029126 474.982187841926
0.511 12.720156555773 487.702344397699
0.544 1.83823529411765 489.540579691817
0.536 5.97014925373134 495.510728945548
0.522 4.98084291187739 500.491571857426
0.502 5.1792828685259 505.670854725952
0.518 15.4440154440154 521.114870169967
0.527 10.4364326375712 531.551302807538
