gc_content gc_skew gc_culm
0.579 6.39032815198618 6.39032815198618
0.553 0.180831826401447 6.57115997838763
0.628 3.82165605095541 10.392816029343
0.597 1.84254606365159 12.2353620929946
0.598 9.69899665551839 21.934358748513
0.58 8.27586206896552 30.2102208174785
0.623 5.61797752808989 35.8281983455684
0.641 -3.58814352574103 32.2400548198274
0.616 9.41558441558442 41.6556392354118
0.615 9.26829268292683 50.9239319183387
0.567 14.9911816578483 65.915113576187
0.594 15.1515151515152 81.0666287277021
0.567 7.58377425044092 88.650402978143
0.535 11.4018691588785 100.052272137022
0.596 3.35570469798658 103.407976835008
0.644 -4.03726708074534 99.3707097542628
0.617 4.37601296596434 103.746722720227
0.594 8.75420875420875 112.500931474436
0.61 1.63934426229508 114.140275736731
0.638 11.2852664576803 125.425542194411
0.625 3.68 129.105542194411
0.606 11.2211221122112 140.326664306622
0.586 2.04778156996587 142.374445876588
0.662 10.5740181268882 152.948464003477
0.598 11.7056856187291 164.654149622206
0.564 18.7943262411348 183.44847586334
0.562 2.49110320284698 185.939579066187
0.571 0.525394045534151 186.464973111721
0.526 9.1254752851711 195.590448396893
0.615 3.41463414634146 199.005082543234
0.569 8.96309314586995 207.968175689104
0.662 -4.22960725075529 203.738568438349
0.623 13.6436597110754 217.382228149424
0.613 12.2349102773246 229.617138426749
0.589 8.65874363327674 238.275882060026
0.538 8.55018587360595 246.826067933631
0.525 12.7619047619048 259.587972695536
0.526 15.5893536121673 275.177326307704
0.547 6.76416819012797 281.941494497832
0.543 12.707182320442 294.648676818273
0.474 10.5485232067511 305.197200025025
0.608 -1.97368421052632 303.223515814498
0.591 -1.86125211505922 301.362263699439
0.621 7.2463768115942 308.608640511033
0.56 2.14285714285714 310.75149765389
0.596 1.34228187919463 312.093779533085
0.566 4.24028268551237 316.334062218597
0.57 -0.350877192982456 315.983185025615
0.576 2.08333333333333 318.066518358948
0.616 -7.46753246753247 310.598985891416
0.531 12.6177024482109 323.216688339627
0.52 0.769230769230769 323.985919108858
0.559 -4.83005366726297 319.155865441595
0.541 8.68761552680222 327.843480968397
0.523 4.39770554493308 332.24118651333
0.593 1.5177065767285 333.758893090058
0.664 -1.20481927710843 332.55407381295
0.628 -0.318471337579618 332.23560247537
0.602 11.2956810631229 343.531283538493
0.616 -4.87012987012987 338.661153668363
0.619 9.20840064620355 347.869554314567
0.614 4.88599348534202 352.755547799909
0.636 4.40251572327044 357.158063523179
0.61 0 357.158063523179
0.537 -5.77281191806332 351.385251605116
0.577 7.10571923743501 358.490970842551
0.545 -0.18348623853211 358.307484604019
0.628 9.55414012738854 367.861624731407
0.641 3.90015600624025 371.761780737648
0.637 -1.41287284144427 370.348907896203
0.587 0.511073253833049 370.859981150036
0.673 -6.68647845468054 364.173502695356
0.595 -10.5882352941176 353.585267401238
0.623 0.481540930979133 354.066808332217
0.655 -0.458015267175573 353.608793065042
0.607 -2.47116968698517 351.137623378057
0.601 -0.499168053244592 350.638455324812
0.625 -6.88 343.758455324812
0.577 6.41247833622184 350.170933661034
0.595 -2.52100840336134 347.649925257673
0.587 -5.28109028960818 342.368834968064
0.624 -0.961538461538462 341.407296506526
0.621 1.12721417069243 342.534510677218
0.612 -5.55555555555556 336.978955121663
0.61 -3.9344262295082 333.044528892155
0.615 -5.04065040650407 328.003878485651
0.589 -4.58404074702886 323.419837738622
0.513 4.09356725146199 327.513404990084
0.525 5.14285714285714 332.656262132941
0.666 -10.5105105105105 322.14575162243
0.677 -10.192023633678 311.953727988752
0.642 -0.934579439252336 311.0191485495
0.594 3.7037037037037 314.722852253204
0.592 8.10810810810811 322.830960361312
0.581 9.46643717728055 332.297397538592
0.63 11.4285714285714 343.725968967164
0.58 0.689655172413793 344.415624139578
0.613 2.44698205546493 346.862606195042
0.592 5.40540540540541 352.268011600448
0.562 11.0320284697509 363.300040070199
0.618 8.7378640776699 372.037904147869
0.603 10.7794361525705 382.817340300439
0.559 0.178890876565295 382.996231177004
0.598 -13.3779264214047 369.6183047556
0.614 -13.3550488599349 356.263255895665
0.567 -5.4673721340388 350.795883761626
0.603 -3.81426202321725 346.981621738409
0.604 -1.98675496688742 344.994866771521
0.638 -2.82131661442006 342.173550157101
0.592 4.39189189189189 346.565442048993
0.642 15.5763239875389 362.141766036532
0.596 1.00671140939597 363.148477445928
0.644 -1.86335403726708 361.285123408661
0.626 13.4185303514377 374.703653760099
0.65 8.92307692307692 383.626730683176
0.66 6.66666666666667 390.293397349842
0.572 15.034965034965 405.328362384807
0.625 6.88 412.208362384807
0.603 4.14593698175788 416.354299366565
0.647 10.355486862442 426.709786229007
0.662 4.53172205438066 431.241508283388
0.665 6.16541353383459 437.406921817223
0.661 2.87443267776097 440.281354494984
0.612 2.94117647058824 443.222530965572
0.611 2.12765957446809 445.35019054004
0.63 6.66666666666667 452.016857206707
0.595 8.23529411764706 460.252151324354
0.569 1.93321616871705 462.185367493071
0.585 -0.170940170940171 462.014427322131
0.607 10.7084019769358 472.722829299066
0.621 13.365539452496 486.088368751562
0.608 11.8421052631579 497.93047401472
0.536 13.8059701492537 511.736444163974
0.583 5.66037735849057 517.396821522464
0.62 5.80645161290323 523.203273135368
0.607 3.78912685337727 526.992399988745
0.638 7.52351097178683 534.515910960532
0.559 -0.894454382826476 533.621456577705
0.569 2.98769771528998 536.609154292995
0.54 11.1111111111111 547.720265404106
0.565 4.07079646017699 551.791061864283
0.567 10.7583774250441 562.549439289327
0.568 10.9154929577465 573.464932247074
0.539 9.46196660482375 582.926898851898
0.529 6.23818525519849 589.165084107096
0.591 0.846023688663283 590.011107795759
0.52 9.23076923076923 599.241877026529
0.585 15.2136752136752 614.455552240204
0.458 8.29694323144105 622.752495471645
0.496 16.5322580645161 639.284753536161
0.569 8.26010544815466 647.544858984316
0.54 12.2222222222222 659.767081206538
0.515 6.79611650485437 666.563197711392
0.488 26.6393442622951 693.202541973687
0.492 19.9186991869919 713.121241160679
0.538 9.66542750929368 722.786668669973
0.463 9.71922246220302 732.505891132176
0.534 13.1086142322097 745.614505364386
0.554 12.9963898916968 758.610895256082
0.46 11.7391304347826 770.350025690865
0.435 8.04597701149425 778.396002702359
0.456 12.280701754386 790.676704456745
0.494 17.004048582996 807.680753039741
0.504 9.12698412698413 816.807737166725
0.437 15.3318077803204 832.139544947046
0.573 -3.66492146596859 828.474623481077
0.626 7.02875399361022 835.503377474687
0.588 8.50340136054422 844.006778835232
0.624 7.69230769230769 851.699086527539
0.619 1.13085621970921 852.829942747249
0.576 3.81944444444444 856.649387191693
0.636 12.2641509433962 868.913538135089
0.624 0 868.913538135089
0.6 10 878.913538135089
0.569 4.39367311072056 883.30721124581
0.567 6.52557319223986 889.83278443805
0.506 7.5098814229249 897.342665860975
0.543 1.28913443830571 898.63180029928
0.543 8.65561694290976 907.28741724219
0.605 -2.8099173553719 904.477499886818
0.514 -6.22568093385214 898.251818952966
0.583 -0.514579759862779 897.737239193103
0.58 -8.96551724137931 888.771721951724
0.585 3.24786324786325 892.019585199587
0.615 7.31707317073171 899.336658370319
0.614 -0.325732899022801 899.010925471296
0.526 8.36501901140684 907.375944482703
0.575 4.34782608695652 911.723770569659
0.602 4.65116279069767 916.374933360357
0.551 0.181488203266788 916.556421563624
0.553 15.0090415913201 931.565463154944
0.519 5.20231213872832 936.767775293672
0.515 9.90291262135922 946.670687915031
0.535 16.2616822429907 962.932370158022
0.562 4.98220640569395 967.914576563716
0.561 13.0124777183601 980.927054282076
0.552 6.88405797101449 987.811112253091
0.558 -0.716845878136201 987.094266374954
0.591 -6.26057529610829 980.833691078846
0.545 -0.18348623853211 980.650204840314
0.542 9.96309963099631 990.61330447131
0.606 -4.62046204620462 985.992842425106
0.582 -10.9965635738832 974.996278851223
0.58 -1.72413793103448 973.272140920188
0.568 0.352112676056338 973.624253596244
0.604 2.98013245033113 976.604386046576
0.6 4.66666666666667 981.271052713242
0.637 3.61067503924647 984.881727752489
0.564 7.80141843971631 992.683146192205
0.507 7.69230769230769 1000.37545388451
0.588 3.40136054421769 1003.77681442873
0.589 5.26315789473684 1009.03997232347
0.566 8.48056537102473 1017.52053769449
0.583 8.74785591766724 1026.26839361216
0.583 2.91595197255575 1029.18434558471
0.605 10.0826446280992 1039.26699021281
0.592 11.8243243243243 1051.09131453714
0.579 13.6442141623489 1064.73552869949
0.597 3.51758793969849 1068.25311663919
0.566 7.77385159010601 1076.02696822929
0.652 10.1226993865031 1086.14966761579
0.597 -1.17252931323283 1084.97713830256
0.588 -5.78231292517007 1079.19482537739
0.615 8.29268292682927 1087.48750830422
0.591 8.29103214890017 1095.77854045312
0.566 7.06713780918728 1102.84567826231
0.599 6.51085141903172 1109.35652968134
